species_const	internal_index	natdex_num	species_name	form_type	form_markers	type_1	type_2	base_hp	base_atk	base_def	base_spa	base_spd	base_spe	bst	ability_1	ability_2	ability_hidden	catch_rate	exp_yield	exp_yield_note	ev_yield	gender_ratio_pct_female	egg_cycles	egg_group_1	egg_group_2	friendship	growth_rate	evolutions	levelup_moves	teachable_moves	egg_moves	is_legendary	is_mythical	wild_availability	wild_obtainable	source_file	source_line	confidence	is_starter	starter_pool	starter_lineage_of	availability_channels
SPECIES_SAWK	539	539	Sawk	base	NONE	TYPE_FIGHTING	TYPE_FIGHTING	75	125	75	30	75	85	465	ABILITY_STURDY	ABILITY_INNER_FOCUS	ABILITY_CONTRARY	45	163	literal	Attack:2	UNK	20	EGG_GROUP_HUMAN_LIKE	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_ROCK_SMASH:1,MOVE_LEER:1,MOVE_BIDE:1,MOVE_FOCUS_ENERGY:1,MOVE_DOUBLE_KICK:5,MOVE_LOW_SWEEP:9,MOVE_COUNTER:13,MOVE_KARATE_CHOP:17,MOVE_BRICK_BREAK:21,MOVE_RETALIATE:29,MOVE_ENDURE:33,MOVE_QUICK_GUARD:37,MOVE_REVERSAL:45,MOVE_BULK_UP:48,MOVE_HAMMER_ARM:55,MOVE_CLOSE_COMBAT:65	MOVE_CLOSE_COMBAT,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_EARTHQUAKE,MOVE_DIG,MOVE_BRICK_BREAK,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_FOCUS_BLAST,MOVE_DUAL_CHOP,MOVE_STONE_EDGE,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_ROCK_SLIDE,MOVE_POISON_JAB,MOVE_GRASS_KNOT,MOVE_BULLDOZE,MOVE_FIRE_PUNCH,MOVE_ICE_PUNCH,MOVE_SUPERPOWER,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_WORK_UP,MOVE_POWER_UP_PUNCH,MOVE_PAIN_SPLIT,MOVE_BULK_UP,MOVE_SUNNY_DAY,MOVE_FOCUS_PUNCH,MOVE_RAIN_DANCE	NONE	FALSE	FALSE	MAP_GRANITE_CAVE_STEVENS_ROOM:land_mons:12-17:20	TRUE	src/data/pokemon/species_info/gen_5_families.h	3032	Measured	FALSE	NONE	NONE	wild
SPECIES_SEWADDLE	540	540	Sewaddle	base	NONE	TYPE_BUG	TYPE_GRASS	45	53	70	40	60	42	310	ABILITY_SWARM	ABILITY_CHLOROPHYLL	ABILITY_OVERCOAT	255	62	literal	Defense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:16:SPECIES_SWADLOON	MOVE_TACKLE:1,MOVE_STRING_SHOT:1,MOVE_BUG_BITE:8,MOVE_RAZOR_LEAF:15,MOVE_STRUGGLE_BUG:22,MOVE_ENDURE:29,MOVE_STICKY_WEB:31,MOVE_BUG_BUZZ:36,MOVE_FLAIL:43	MOVE_SEED_BOMB,MOVE_ELECTROWEB,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_AIR_SLASH,MOVE_GRASS_KNOT,MOVE_CUT,MOVE_FLASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_CALM_MIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BUG_BUZZ,MOVE_SILVER_WIND	MOVE_SILVER_WIND,MOVE_SCREECH,MOVE_RAZOR_WIND,MOVE_MIND_READER,MOVE_AGILITY,MOVE_ME_FIRST,MOVE_CAMOUFLAGE,MOVE_AIR_SLASH,MOVE_GRASSY_TERRAIN	FALSE	FALSE	MAP_ROUTE101:land_mons:2-5:4	TRUE	src/data/pokemon/species_info/gen_5_families.h	3097	Measured	FALSE	NONE	NONE	wild
SPECIES_SWADLOON	541	541	Swadloon	base	NONE	TYPE_BUG	TYPE_GRASS	55	63	90	50	80	42	380	ABILITY_LEAF_GUARD	ABILITY_CHLOROPHYLL	ABILITY_OVERCOAT	120	133	literal	Defense:2	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_FRIENDSHIP:0:SPECIES_LEAVANNY	MOVE_DETECT:0,MOVE_DETECT:1,MOVE_GRASS_WHISTLE:1,MOVE_TACKLE:1,MOVE_STRING_SHOT:1,MOVE_BUG_BITE:1,MOVE_RAZOR_LEAF:1	MOVE_SEED_BOMB,MOVE_ELECTROWEB,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_AIR_SLASH,MOVE_GRASS_KNOT,MOVE_CUT,MOVE_FLASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_CALM_MIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BUG_BUZZ,MOVE_SILVER_WIND	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_5_families.h	3160	Measured	FALSE	NONE	NONE	UNK
SPECIES_LEAVANNY	542	542	Leavanny	base	NONE	TYPE_BUG	TYPE_GRASS	75	103	80	70	80	92	500	ABILITY_SWARM	ABILITY_CHLOROPHYLL	ABILITY_SHARPNESS	45	250	literal	Attack:3	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_SLASH:0,MOVE_SLASH:1,MOVE_FALSE_SWIPE:1,MOVE_TACKLE:1,MOVE_POUNCE:1,MOVE_STRING_SHOT:1,MOVE_LUNGE:1,MOVE_DETECT:1,MOVE_BUG_BITE:8,MOVE_RAZOR_LEAF:15,MOVE_STRUGGLE_BUG:22,MOVE_FELL_STINGER:29,MOVE_HELPING_HAND:32,MOVE_LEAF_BLADE:36,MOVE_X_SCISSOR:39,MOVE_ENTRAINMENT:43,MOVE_SWORDS_DANCE:46,MOVE_LEAF_STORM:50,MOVE_SACRED_SWORD:56,MOVE_VICTORY_DANCE:73	MOVE_SEED_BOMB,MOVE_BULLET_SEED,MOVE_ELECTROWEB,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_REFLECT,MOVE_LOW_KICK,MOVE_STEEL_WING,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_AIR_SLASH,MOVE_SHADOW_CLAW,MOVE_KNOCK_OFF,MOVE_X_SCISSOR,MOVE_POISON_JAB,MOVE_GRASS_KNOT,MOVE_AERIAL_ACE,MOVE_CUT,MOVE_FLASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_CALM_MIND,MOVE_SWORDS_DANCE,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_BUG_BUZZ,MOVE_LEAF_BLADE,MOVE_SILVER_WIND	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_5_families.h	3223	Measured	FALSE	NONE	NONE	UNK
SPECIES_VENIPEDE	543	543	Venipede	base	NONE	TYPE_BUG	TYPE_POISON	30	45	59	30	39	57	260	ABILITY_POISON_TOUCH	ABILITY_SWARM	ABILITY_SPEED_BOOST	255	52	literal	Defense:1	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:22:SPECIES_WHIRLIPEDE	MOVE_DEFENSE_CURL:1,MOVE_ROLLOUT:1,MOVE_POUNCE:1,MOVE_POISON_STING:5,MOVE_SCREECH:8,MOVE_PURSUIT:12,MOVE_DETECT:15,MOVE_POISON_TAIL:19,MOVE_BUG_BITE:22,MOVE_VENOSHOCK:26,MOVE_AGILITY:29,MOVE_STEAMROLLER:33,MOVE_TOXIC:36,MOVE_VENOM_DRENCH:38,MOVE_ROCK_CLIMB:40,MOVE_DOUBLE_EDGE:43	MOVE_SLUDGE_BOMB,MOVE_VENOSHOCK,MOVE_GYRO_BALL,MOVE_POISON_JAB,MOVE_ROCK_SMASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_PIN_MISSILE,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_SOLAR_BEAM,MOVE_SPIKES	MOVE_TWINEEDLE,MOVE_PIN_MISSILE,MOVE_TOXIC_SPIKES,MOVE_SPIKES,MOVE_TAKE_DOWN,MOVE_ROCK_CLIMB	FALSE	FALSE	MAP_ROUTE113:land_mons:24-28:5	TRUE	src/data/pokemon/species_info/gen_5_families.h	3294	Measured	TRUE	monotype	SPECIES_VENIPEDE	starter:game_start,wild
SPECIES_WHIRLIPEDE	544	544	Whirlipede	base	NONE	TYPE_BUG	TYPE_POISON	40	55	99	40	79	47	360	ABILITY_POISON_TOUCH	ABILITY_SWARM	ABILITY_SPEED_BOOST	120	126	literal	Defense:2	50	15	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	EVO_LEVEL:30:SPECIES_SCOLIPEDE	MOVE_MORTAL_SPIN:0,MOVE_MORTAL_SPIN:1,MOVE_IRON_DEFENSE:1,MOVE_DEFENSE_CURL:1,MOVE_ROLLOUT:1,MOVE_POUNCE:1,MOVE_SCREECH:1,MOVE_POISON_STING:5,MOVE_SCREECH:8,MOVE_PURSUIT:12,MOVE_DETECT:15,MOVE_POISON_TAIL:19,MOVE_BUG_BITE:23,MOVE_VENOSHOCK:28,MOVE_AGILITY:32,MOVE_STEAMROLLER:37,MOVE_TOXIC:41,MOVE_VENOM_DRENCH:43,MOVE_ROCK_CLIMB:46,MOVE_DOUBLE_EDGE:50	MOVE_SLUDGE_BOMB,MOVE_VENOSHOCK,MOVE_GYRO_BALL,MOVE_POISON_JAB,MOVE_ROCK_SMASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_PIN_MISSILE,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_SOLAR_BEAM,MOVE_SPIKES	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_5_families.h	3357	Measured	FALSE	monotype	SPECIES_VENIPEDE	starter_lineage:evolution
SPECIES_SCOLIPEDE	545	545	Scolipede	base	NONE	TYPE_BUG	TYPE_POISON	60	100	89	55	69	112	485	ABILITY_POISON_TOUCH	ABILITY_SWARM	ABILITY_SPEED_BOOST	45	243	literal	Speed:3	50	20	EGG_GROUP_BUG	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_SLOW	NONE	MOVE_IRON_DEFENSE:1,MOVE_MORTAL_SPIN:1,MOVE_MEGAHORN:1,MOVE_DEFENSE_CURL:1,MOVE_ROLLOUT:1,MOVE_POUNCE:1,MOVE_SCREECH:1,MOVE_POISON_STING:5,MOVE_SCREECH:8,MOVE_PURSUIT:12,MOVE_DETECT:15,MOVE_POISON_TAIL:19,MOVE_BUG_BITE:23,MOVE_VENOSHOCK:28,MOVE_AGILITY:33,MOVE_STEAMROLLER:39,MOVE_TOXIC:44,MOVE_VENOM_DRENCH:47,MOVE_ROCK_CLIMB:50,MOVE_DOUBLE_EDGE:55,MOVE_MEGAHORN:65	MOVE_EARTHQUAKE,MOVE_DIG,MOVE_SLUDGE_BOMB,MOVE_ROCK_TOMB,MOVE_IRON_TAIL,MOVE_VENOSHOCK,MOVE_STOMPING_TANTRUM,MOVE_GYRO_BALL,MOVE_ROCK_SLIDE,MOVE_X_SCISSOR,MOVE_POISON_JAB,MOVE_GUNK_SHOT,MOVE_BULLDOZE,MOVE_SUPERPOWER,MOVE_CUT,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_BUG_BITE,MOVE_IRON_DEFENSE,MOVE_SWORDS_DANCE,MOVE_PIN_MISSILE,MOVE_SUNNY_DAY,MOVE_HEX,MOVE_SOLAR_BEAM,MOVE_MEGAHORN,MOVE_SPIKES	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_5_families.h	3420	Measured	FALSE	monotype	SPECIES_VENIPEDE	starter_lineage:evolution
SPECIES_COTTONEE	546	546	Cottonee	base	NONE	TYPE_GRASS	TYPE_FAIRY	40	27	60	37	50	66	280	ABILITY_PRANKSTER	ABILITY_INFILTRATOR	ABILITY_CHLOROPHYLL	190	56	literal	Speed:1	50	20	EGG_GROUP_GRASS	EGG_GROUP_FAIRY	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_ITEM:ITEM_SUN_STONE:SPECIES_WHIMSICOTT	MOVE_ABSORB:1,MOVE_FAIRY_WIND:1,MOVE_GROWTH:4,MOVE_LEECH_SEED:8,MOVE_STUN_SPORE:10,MOVE_MEGA_DRAIN:13,MOVE_COTTON_SPORE:17,MOVE_RAZOR_LEAF:19,MOVE_POISON_POWDER:22,MOVE_GIGA_DRAIN:26,MOVE_CHARM:28,MOVE_HELPING_HAND:31,MOVE_ENERGY_BALL:35,MOVE_COTTON_GUARD:37,MOVE_SUNNY_DAY:40,MOVE_ENDEAVOR:44,MOVE_SOLAR_BEAM:46	MOVE_SEED_BOMB,MOVE_TAUNT,MOVE_GIGA_DRAIN,MOVE_DEFOG,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_KNOCK_OFF,MOVE_GRASS_KNOT,MOVE_DAZZLING_GLEAM,MOVE_FLASH,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM	MOVE_NATURAL_GIFT,MOVE_ENCORE,MOVE_TICKLE,MOVE_FAKE_TEARS,MOVE_GRASS_WHISTLE,MOVE_MEMENTO,MOVE_BEAT_UP,MOVE_SWITCHEROO,MOVE_WORRY_SEED,MOVE_CAPTIVATE,MOVE_MISTY_TERRAIN,MOVE_NATURE_POWER	FALSE	FALSE	MAP_ROUTE113:land_mons:24-28:5|MAP_MIRAGE_TOWER_3F:land_mons:30-35:4	TRUE	src/data/pokemon/species_info/gen_5_families.h	3491	Measured	TRUE	monotype	SPECIES_COTTONEE	starter:game_start,wild
SPECIES_WHIMSICOTT	547	547	Whimsicott	base	NONE	TYPE_GRASS	TYPE_FAIRY	60	67	85	77	75	116	480	ABILITY_PRANKSTER	ABILITY_INFILTRATOR	ABILITY_CHLOROPHYLL	75	168	literal	Speed:2	50	20	EGG_GROUP_GRASS	EGG_GROUP_FAIRY	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_GROWTH:1,MOVE_LEECH_SEED:1,MOVE_MEGA_DRAIN:1,MOVE_COTTON_SPORE:1,MOVE_GUST:10,MOVE_TAILWIND:28,MOVE_HURRICANE:46,MOVE_MOONBLAST:50	MOVE_SEED_BOMB,MOVE_TAUNT,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_WEATHER_BALL,MOVE_PSYCHIC,MOVE_SHADOW_BALL,MOVE_DEFOG,MOVE_THIEF,MOVE_HURRICANE,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_KNOCK_OFF,MOVE_GRASS_KNOT,MOVE_U_TURN,MOVE_DAZZLING_GLEAM,MOVE_PLAY_ROUGH,MOVE_TRICK_ROOM,MOVE_FLASH,MOVE_TAILWIND,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_MOONBLAST	NONE	FALSE	FALSE	NONE	FALSE	src/data/pokemon/species_info/gen_5_families.h	3555	Measured	FALSE	monotype	SPECIES_COTTONEE	starter_lineage:evolution
SPECIES_PETILIL	548	548	Petilil	base	NONE	TYPE_GRASS	TYPE_GRASS	45	35	50	70	50	30	280	ABILITY_CHLOROPHYLL	ABILITY_OWN_TEMPO	ABILITY_LEAF_GUARD	190	56	literal	SpAttack:1	UNK	20	EGG_GROUP_GRASS	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_ITEM:ITEM_SUN_STONE:SPECIES_LILLIGANT|EVO_ITEM:ITEM_LEAF_STONE:SPECIES_LILLIGANT_HISUI	MOVE_ABSORB:1,MOVE_BABY_DOLL_EYES:1,MOVE_GROWTH:4,MOVE_LEECH_SEED:8,MOVE_SLEEP_POWDER:10,MOVE_MEGA_DRAIN:13,MOVE_SYNTHESIS:17,MOVE_MAGICAL_LEAF:19,MOVE_STUN_SPORE:22,MOVE_GIGA_DRAIN:26,MOVE_AROMATHERAPY:28,MOVE_HELPING_HAND:31,MOVE_RECOVER:33,MOVE_ENERGY_BALL:35,MOVE_ENTRAINMENT:37,MOVE_SUNNY_DAY:40,MOVE_AFTER_YOU:44,MOVE_LEAF_STORM:46	MOVE_SEED_BOMB,MOVE_GIGA_DRAIN,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_GRASS_KNOT,MOVE_CUT,MOVE_FLASH,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_TRAILBLAZE	MOVE_NATURAL_GIFT,MOVE_CHARM,MOVE_ENDURE,MOVE_INGRAIN,MOVE_WORRY_SEED,MOVE_GRASS_WHISTLE,MOVE_SWEET_SCENT,MOVE_BIDE,MOVE_HEALING_WISH,MOVE_ENCORE	FALSE	FALSE	MAP_ROUTE116:land_mons:6-8:20	TRUE	src/data/pokemon/species_info/gen_5_families.h	3620	Measured	FALSE	NONE	NONE	wild
SPECIES_LILLIGANT	549	549	Lilligant	base	NONE	TYPE_GRASS	TYPE_GRASS	70	60	75	110	75	90	480	ABILITY_CHLOROPHYLL	ABILITY_OWN_TEMPO	ABILITY_LEAF_GUARD	75	168	literal	SpAttack:2	UNK	20	EGG_GROUP_GRASS	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_GROWTH:1,MOVE_BABY_DOLL_EYES:1,MOVE_LEECH_SEED:1,MOVE_MEGA_DRAIN:1,MOVE_SYNTHESIS:1,MOVE_TEETER_DANCE:10,MOVE_SLEEP_POWDER:18,MOVE_QUIVER_DANCE:28,MOVE_RECOVER:33,MOVE_PETAL_DANCE:46,MOVE_PETAL_BLIZZARD:50,MOVE_CHLOROBLAST:54,MOVE_APPLE_ACID:65,MOVE_SEED_FLARE:70	MOVE_SEED_BOMB,MOVE_LIGHT_SCREEN,MOVE_GIGA_DRAIN,MOVE_WEATHER_BALL,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_GRASS_KNOT,MOVE_CUT,MOVE_FLASH,MOVE_SWORDS_DANCE,MOVE_ALLURING_VOICE,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_LEAF_BLADE,MOVE_TRAILBLAZE,MOVE_POWER_GEM,MOVE_SOLAR_BLADE	NONE	FALSE	FALSE	MAP_SAFARI_ZONE_NORTH:land_mons:40-45:5	TRUE	src/data/pokemon/species_info/gen_5_families.h	3685	Measured	FALSE	NONE	NONE	wild
SPECIES_LILLIGANT_HISUI	1001	549	Lilligant	regional	isHisuianForm	TYPE_GRASS	TYPE_FIGHTING	70	105	75	50	75	105	480	ABILITY_CHLOROPHYLL	ABILITY_HUSTLE	ABILITY_LEAF_GUARD	75	168	literal	Attack:1,Speed:1	UNK	20	EGG_GROUP_GRASS	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	NONE	MOVE_BRICK_BREAK:0,MOVE_BRICK_BREAK:1,MOVE_GROWTH:1,MOVE_BABY_DOLL_EYES:1,MOVE_LEECH_SEED:1,MOVE_MEGA_DRAIN:1,MOVE_SYNTHESIS:1,MOVE_TEETER_DANCE:10,MOVE_SLEEP_POWDER:18,MOVE_ENERGY_BALL:26,MOVE_RECOVER:33,MOVE_DRAIN_PUNCH:38,MOVE_LEAF_BLADE:46,MOVE_PETAL_BLIZZARD:50,MOVE_CLOSE_COMBAT:60,MOVE_VICTORY_DANCE:64	MOVE_CLOSE_COMBAT,MOVE_SEED_BOMB,MOVE_BULLET_SEED,MOVE_GIGA_DRAIN,MOVE_BRICK_BREAK,MOVE_AURA_SPHERE,MOVE_ROCK_TOMB,MOVE_LOW_KICK,MOVE_FOCUS_BLAST,MOVE_ENERGY_BALL,MOVE_GRASSY_GLIDE,MOVE_DRAIN_PUNCH,MOVE_STONE_EDGE,MOVE_KNOCK_OFF,MOVE_THUNDER_PUNCH,MOVE_LOW_SWEEP,MOVE_ROCK_SLIDE,MOVE_GRASS_KNOT,MOVE_AERIAL_ACE,MOVE_SUPERPOWER,MOVE_VACUUM_WAVE,MOVE_ICE_SPINNER,MOVE_STRENGTH,MOVE_ROCK_SMASH,MOVE_POWER_UP_PUNCH,MOVE_BULK_UP,MOVE_ALLURING_VOICE,MOVE_SUNNY_DAY,MOVE_SOLAR_BEAM,MOVE_LEAF_BLADE,MOVE_TRAILBLAZE,MOVE_FOCUS_PUNCH,MOVE_SOLAR_BLADE	NONE	FALSE	FALSE	MAP_SAFARI_ZONE_SOUTHWEST:land_mons:40-45:4	TRUE	src/data/pokemon/species_info/gen_5_families.h	3751	Measured	FALSE	NONE	NONE	wild
SPECIES_BASCULIN_RED_STRIPED	550	550	Basculin	base	NONE	TYPE_WATER	TYPE_WATER	70	92	65	80	55	98	460	ABILITY_RECKLESS	ABILITY_ADAPTABILITY	ABILITY_MOLD_BREAKER	190	161	literal	Speed:2	50	40	EGG_GROUP_WATER_	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL_MALE:44:SPECIES_BASCULEGION_M|EVO_LEVEL_FEMALE:44:SPECIES_BASCULEGION_F	MOVE_TAIL_WHIP:1,MOVE_TACKLE:1,MOVE_WATER_GUN:1,MOVE_UPROAR:3,MOVE_HEADBUTT:5,MOVE_BITE:7,MOVE_AQUA_JET:9,MOVE_CHIP_AWAY:11,MOVE_TAKE_DOWN:14,MOVE_CRUNCH:17,MOVE_AQUA_TAIL:20,MOVE_DOUBLE_EDGE:26,MOVE_SCARY_FACE:30,MOVE_FLAIL:34,MOVE_FINAL_GAMBIT:38,MOVE_AQUA_FANG:42,MOVE_HEAD_SMASH:46,MOVE_WATERFALL:49,MOVE_WAVE_CRASH:55	MOVE_FLIP_TURN,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_LIQUIDATION,MOVE_SCALD,MOVE_SCALE_SHOT,MOVE_SUPERPOWER,MOVE_CUT,MOVE_SURF,MOVE_WATERFALL,MOVE_SNOWSCAPE,MOVE_ICE_FANG,MOVE_PSYCHIC_FANGS,MOVE_RAIN_DANCE	MOVE_SWIFT,MOVE_BUBBLE_BEAM,MOVE_MUD_SHOT,MOVE_MUDDY_WATER,MOVE_AGILITY,MOVE_WHIRLPOOL,MOVE_RAGE,MOVE_BRINE,MOVE_REVENGE,MOVE_HEAD_SMASH,MOVE_ENDEAVOR	FALSE	FALSE	MAP_ROUTE104:water_mons:15-25:5|MAP_ROUTE128:fishing_mons:10-30:20	TRUE	src/data/pokemon/species_info/gen_5_families.h	3820	Measured	FALSE	NONE	NONE	wild
SPECIES_BASCULIN_BLUE_STRIPED	1090	550	Basculin	base	NONE	TYPE_WATER	TYPE_WATER	70	92	65	80	55	98	460	ABILITY_ROCK_HEAD	ABILITY_ADAPTABILITY	ABILITY_MOLD_BREAKER	190	161	literal	Speed:2	50	40	EGG_GROUP_WATER_	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL_MALE:44:SPECIES_BASCULEGION_M|EVO_LEVEL_FEMALE:44:SPECIES_BASCULEGION_F	MOVE_TAIL_WHIP:1,MOVE_TACKLE:1,MOVE_WATER_GUN:1,MOVE_UPROAR:3,MOVE_HEADBUTT:5,MOVE_BITE:7,MOVE_AQUA_JET:9,MOVE_CHIP_AWAY:11,MOVE_TAKE_DOWN:14,MOVE_CRUNCH:17,MOVE_AQUA_TAIL:20,MOVE_DOUBLE_EDGE:26,MOVE_SCARY_FACE:30,MOVE_FLAIL:34,MOVE_FINAL_GAMBIT:38,MOVE_AQUA_FANG:42,MOVE_HEAD_SMASH:46,MOVE_WATERFALL:49,MOVE_WAVE_CRASH:55	MOVE_FLIP_TURN,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_LIQUIDATION,MOVE_SCALD,MOVE_SCALE_SHOT,MOVE_SUPERPOWER,MOVE_CUT,MOVE_SURF,MOVE_WATERFALL,MOVE_SNOWSCAPE,MOVE_ICE_FANG,MOVE_PSYCHIC_FANGS,MOVE_RAIN_DANCE	MOVE_SWIFT,MOVE_BUBBLE_BEAM,MOVE_MUD_SHOT,MOVE_MUDDY_WATER,MOVE_AGILITY,MOVE_WHIRLPOOL,MOVE_RAGE,MOVE_BRINE,MOVE_REVENGE,MOVE_HEAD_SMASH,MOVE_ENDEAVOR	FALSE	FALSE	MAP_ROUTE104:water_mons:15-25:30|MAP_ROUTE128:fishing_mons:10-30:20	TRUE	src/data/pokemon/species_info/gen_5_families.h	3887	Measured	FALSE	NONE	NONE	wild
SPECIES_BASCULIN_WHITE_STRIPED	1091	550	Basculin	base	NONE	TYPE_WATER	TYPE_WATER	70	92	65	80	55	98	460	ABILITY_ROCK_HEAD	ABILITY_ADAPTABILITY	ABILITY_MOLD_BREAKER	190	161	literal	Speed:2	50	40	EGG_GROUP_WATER_	NONE	STANDARD_FRIENDSHIP	GROWTH_MEDIUM_FAST	EVO_LEVEL_MALE:44:SPECIES_BASCULEGION_M|EVO_LEVEL_FEMALE:44:SPECIES_BASCULEGION_F	MOVE_TAIL_WHIP:1,MOVE_TACKLE:1,MOVE_WATER_GUN:1,MOVE_UPROAR:3,MOVE_HEADBUTT:5,MOVE_BITE:7,MOVE_AQUA_JET:9,MOVE_CHIP_AWAY:11,MOVE_TAKE_DOWN:14,MOVE_CRUNCH:17,MOVE_AQUA_TAIL:20,MOVE_DOUBLE_EDGE:26,MOVE_SCARY_FACE:30,MOVE_FLAIL:34,MOVE_FINAL_GAMBIT:38,MOVE_AQUA_FANG:42,MOVE_HEAD_SMASH:46,MOVE_WATERFALL:49,MOVE_WAVE_CRASH:55	MOVE_FLIP_TURN,MOVE_ZEN_HEADBUTT,MOVE_TAUNT,MOVE_ICE_BEAM,MOVE_HYDRO_PUMP,MOVE_ICY_WIND,MOVE_LIQUIDATION,MOVE_SCALD,MOVE_SCALE_SHOT,MOVE_SUPERPOWER,MOVE_CUT,MOVE_SURF,MOVE_WATERFALL,MOVE_SNOWSCAPE,MOVE_ICE_FANG,MOVE_PSYCHIC_FANGS,MOVE_RAIN_DANCE	NONE	FALSE	FALSE	MAP_ROUTE104:water_mons:25-30:4|MAP_ROUTE128:fishing_mons:30-35:40|MAP_ROUTE128:fishing_mons:40-45:1	TRUE	src/data/pokemon/species_info/gen_5_families.h	3957	Measured	FALSE	NONE	NONE	wild
