trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence	checkpoint	checkpoint_method
265	Leader Roxanne	Leader Roxanne	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	14	15	TRUE	FALSE	Rhyhorn:14:Lightning Rod:Rindo Berry:Adamant:Rock Tomb,Horn Attack,Bulldoze,Rock Smash|Wooper-Paldea:15:Water Absorb:Oran Berry:Modest:Mud Shot,Acid Spray,Yawn,Sandstorm|Gligar:15:Sand Veil:Oran Berry:Adamant:Wing Attack,Quick Attack,Bulldoze|Nosepass:15:Sturdy:Berry Juice:Impish:Rock Blast,Spark,Bulldoze,Thunder Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	1	exact
266	Leader Brawly	Leader Brawly	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	23	25	FALSE	FALSE	Pikachu-Libre:23:Lightning Rod:Light Ball:Timid:Fake Out,Electroweb,Hidden Power,Draining Kiss|Sandslash-Alola:24:Ice Scales:Chople Berry:Jolly:Ice Shard,Aerial Ace,Bulldoze,Cut|Lycanroc-Dusk:25:Tough Claws:Muscle Band:Jolly:Low Sweep,Accelerock,Bulldoze,Rock Tomb|Gurdurr:25:Iron Fist:Eviolite:Adamant:Mach Punch,Fire Punch,Low Sweep,Thunder Punch|Hariyama:25:Guts:Flame Orb:Adamant:Low Sweep,Rock Tomb,Knock Off,Fake Out	31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	3	exact
267	Leader Wattson	Leader Wattson	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	34	34	FALSE	TRUE	Dedenne:34:Electric Surge:Terrain Extender:Timid:Parabolic Charge,Volt Switch,Draining Kiss,Hidden Power|Kilowattrel:34:Volt Absorb:Charti Berry:Timid:Air Slash,Electroweb,Volt Switch,Roost|Magneton:34:Analytic:Eviolite:Modest:Discharge,Mirror Shot,Volt Switch,Tri Attack|Vikavolt:34:Levitate:Occa Berry:Modest:Bug Buzz,Air Slash,Energy Ball,Charge Beam|Luxray:34:Intimidate:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang|Luxray-Mega:34:Strong Jaw:Luxrite:Jolly:Thunder Fang,Bite,Psychic Fangs,Ice Fang	31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	6	exact
268	Leader Flannery	Leader Flannery	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	47	47	FALSE	TRUE	Ninetales:47:Drought:Heat Rock:Timid:Flamethrower,Energy Ball,Psyshock,Dark Pulse|Walking Wake:47:Protosynthesis:Choice Scarf:Timid:Hydro Steam,Flamethrower,Dragon Pulse,Hidden Power|Scovillain:47:Chlorophyll:Life Orb:Modest:Giga Drain,Flamethrower,Scorching Sands,Sunny Day|Rotom-Heat:47:Levitate:Leftovers:Bold:Thunderbolt,Overheat,Hidden Power,Thunder Wave|Marowak-Alola:47:Bone Zone:Thick Club:Adamant:Flare Blitz,Shadow Bone,Bonemerang,Thunder Punch|Infernape:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Thunder Punch|Infernape-Mega:47:Iron Fist:Infernapite:Jolly:Fire Punch,Close Combat,Knock Off,Thunder Punch	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 df,252 sa,6 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	8	exact
269	Leader Norman	Leader Norman	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	59	59	FALSE	TRUE	Zoroark-Hisui:59:Illusion:Focus Sash:Timid:Bitter Malice,Aura Sphere,Hyper Voice,Sludge Bomb|Iron Valiant:59:Quark Drive:Booster Energy:Jolly:Close Combat,Spirit Break,Bulk Up,Knock Off|Ursaluna-Bloodmoon:59:Minds Eye:Expert Belt:Modest:Earth Power,Blood Moon,Hyper Voice,Hidden Power|Cyclizar:59:Regenerator:Sitrus Berry:Jolly:Shed Tail,Aqua Tail,Dragon Claw,Return|Slaking:59:Truant:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake|Obstagoon:59:Guts:Life Orb:Jolly:Facade,Knock Off,Close Combat,Sucker Punch|Slaking-Mega:59:Comatose:Slakite:Jolly:Return,Play Rough,Power-Up Punch,Earthquake	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,30 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	10	exact
270	Leader Winona	Leader Winona	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	68	68	FALSE	TRUE	Staraptor:68:Intimidate:Choice Band:Jolly:Double-Edge,Brave Bird,Close Combat,U-turn|Aggron:68:Rock Head:Assault Vest:Adamant:Heavy Slam,Head Smash,Fire Punch,Body Press|Flygon:68:Tinted Lens:Life Orb:Naive:Draco Meteor,Headlong Rush,Dual Wingbeat,Rock Slide|Frosmoth:68:Ice Scales:Heavy-Duty Boots:Timid:Quiver Dance,Bug Buzz,Giga Drain,Ice Beam|Thundurus-Therian:68:Volt Absorb:Focus Sash:Timid:Thunderbolt,Grass Knot,Sludge Wave,Hidden Power|Altaria:68:Natural Cure:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return|Altaria-Mega:68:Pixilate:Altarianite:Jolly:Dragon Dance,Earthquake,Dragon Claw,Return	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 df|252 at,6 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	12	exact
272	Leader Juan	Leader Juan	1	gym_leader	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	82	82	TRUE	TRUE	Tapu Fini:82:Misty Surge:Terrain Extender:Timid:Moonblast,Ice Beam,Surf,Flip Turn|Tinkaton:82:Own Tempo:Shuca Berry:Jolly:Gigaton Hammer,Play Rough,Stone Edge,Brick Break|Rapidash-Galar:82:Flash Fire:Life Orb:Jolly:Flare Blitz,Play Rough,Wild Charge,Swords Dance|Ursaluna:82:Guts:Assault Vest:Adamant:Facade,Headlong Rush,Close Combat,Play Rough|Flutter Mane:82:Protosynthesis:Choice Specs:Timid:Energy Ball,Shadow Ball,Moonblast,Psyshock|Diancie:82:Clear Body:Diancite:Timid:Moonblast,Diamond Storm,Calm Mind,Earth Power|Diancie-Mega:82:Magic Bounce:Diancite:Timid:Moonblast,Diamond Storm,Calm Mind,Earth Power	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	17	exact
273	School Kid Jerry	School Kid Jerry	1	route	Singles	Check Bad Move	1	17	17	FALSE	FALSE	Maractus:17:UNK:NONE:Hardy:Growth,Pin Missile,Mega Drain,Synthesis	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
274	Lvl -1 School Kid Ted	Lvl -1 School Kid Ted	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	-1	-2	TRUE	TRUE	Kleavor:-2:Sharpness:Focus Sash:Jolly:Stone Axe,X-Scissor,Accelerock,Night Slash|Jumpluff:-2:Aerilate:Yache Berry:Jolly:Swords Dance,Double-Edge,Leaf Blade,Strength Sap|Parasect:-2:Dry Skin:Leftovers:Adamant:Spore,Sappy Seed,Leech Life,Crabhammer|Snorlax:-2:Thick Fat:Snorlaxite:Adamant:Body Slam,Wood Hammer,Earthquake,Heavy Slam|Pheromosa:-1:Beast Boost:Expert Belt:Mild:Bug Buzz,Aura Sphere,Ice Beam,Close Combat|Snorlax-Mega:-2:Thick Fat:Snorlaxite:Adamant:Body Slam,Wood Hammer,Earthquake,Heavy Slam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 at,252 sa,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
275	Lvl -1 Picnicker Rachel	Lvl -1 Picnicker Rachel	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	-1	-2	FALSE	TRUE	Leavanny:-2:Sharpness:Focus Sash:Jolly:Leaf Blade,X-Scissor,Sacred Sword,Swords Dance|Electrode-Hisui:-2:Reckless:Life Orb:Modest:Chloroblast,Thunderbolt,Volt Switch,Flash Cannon|Crustle:-2:Sturdy:White Herb:Adamant:Shell Smash,X-Scissor,Stone Edge,Knock Off|Roserade:-2:Technician:Roseradite:Timid:Mega Drain,Sludge,Ancient Power,Hidden Power|Kartana:-1:Beast Boost:Expert Belt:Jolly:Leaf Blade,Smart Strike,Sacred Sword,Night Slash|Roserade-Mega:-2:Technician:Roseradite:Timid:Mega Drain,Sludge,Ancient Power,Hidden Power	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,31 df,30 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,31 df,30 sa,31 sd,30 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
276	School Kid Jerry2	School Kid Jerry	2	route	Singles	Check Bad Move	1	17	17	FALSE	FALSE	Maractus:17:UNK:NONE:Hardy:Growth,Pin Missile,Mega Drain,Synthesis	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
277	School Kid Jerry3	School Kid Jerry	3	route	Singles	Check Bad Move	1	17	17	FALSE	FALSE	Maractus:17:UNK:NONE:Hardy:Growth,Pin Missile,Mega Drain,Synthesis	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
278	School Kid Jerry4	School Kid Jerry	4	route	Singles	Check Bad Move	1	17	17	FALSE	FALSE	Maractus:17:UNK:NONE:Hardy:Growth,Pin Missile,Mega Drain,Synthesis	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
279	School Kid Jerry5	School Kid Jerry	5	route	Singles	Check Bad Move	1	17	17	FALSE	FALSE	Maractus:17:UNK:NONE:Hardy:Growth,Pin Missile,Mega Drain,Synthesis	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
280	School Kid Karen	School Kid Karen	1	route	Singles	Check Bad Move	1	10	10	FALSE	FALSE	Nidoran-F:10:UNK:NONE:Hardy:Growl,Scratch,Tail Whip,Double Kick	10 hp,10 at,10 df,10 sa,10 sd,10 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
281	Lvl -1 School Kid Georgia	Lvl -1 School Kid Georgia	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	-1	-2	TRUE	TRUE	Trevenant:-2:Harvest:Sitrus Berry:Impish:Leech Seed,Confuse Ray,Horn Leech,Poltergeist|Toedscruel:-2:Clear Body:Yache Berry:Timid:Spore,Leech Seed,Earth Power,Giga Drain|Masquerain:-2:Intimidate:Expert Belt:Timid:Quiver Dance,Scald,Ice Beam,Bug Buzz|Butterfree:-2:Compound Eyes:Butterfrite:Timid:Quiver Dance,Hurricane,Bug Buzz,Giga Drain|Wo-Chien:-1:Tablets of Ruin:Leftovers:Bold:Leech Seed,Stun Spore,Giga Drain,Ruination|Butterfree-Mega:-2:Compound Eyes:Butterfrite:Timid:Quiver Dance,Hurricane,Bug Buzz,Giga Drain	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,6 at,252 df|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|252 hp,252 df,6 sa|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
282	School Kid Karen2	School Kid Karen	2	route	Singles	Check Bad Move	1	10	10	FALSE	FALSE	Nidoran-F:10:UNK:NONE:Hardy:Growl,Scratch,Tail Whip,Double Kick	10 hp,10 at,10 df,10 sa,10 sd,10 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
283	School Kid Karen3	School Kid Karen	3	route	Singles	Check Bad Move	1	10	10	FALSE	FALSE	Nidoran-F:10:UNK:NONE:Hardy:Growl,Scratch,Tail Whip,Double Kick	10 hp,10 at,10 df,10 sa,10 sd,10 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
284	School Kid Karen4	School Kid Karen	4	route	Singles	Check Bad Move	1	10	10	FALSE	FALSE	Nidoran-F:10:UNK:NONE:Hardy:Growl,Scratch,Tail Whip,Double Kick	10 hp,10 at,10 df,10 sa,10 sd,10 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
285	School Kid Karen5	School Kid Karen	5	route	Singles	Check Bad Move	1	10	10	FALSE	FALSE	Nidoran-F:10:UNK:NONE:Hardy:Growl,Scratch,Tail Whip,Double Kick	10 hp,10 at,10 df,10 sa,10 sd,10 sp	0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
286	Sr And Jr Kate And Joy	Sr And Jr Kate And Joy	1	route	Doubles	Check Bad Move	2	64	64	FALSE	FALSE	Spinda:64:UNK:NONE:Hardy:Psych Up,Double-Edge,Flail,Thrash|Liepard:64:UNK:NONE:Hardy:Night Slash,Snatch,Nasty Plot,Play Rough	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
287	Sr And Jr Anna And Meg	Sr And Jr Anna And Meg	1	route	Doubles	Check Bad Move	4	24	26	FALSE	FALSE	Linoone:26:UNK:NONE:Hardy:Odor Sleuth,Mud Sport,Fury Swipes,Covet|Xatu:26:UNK:NONE:Hardy:Confusion,Stored Power,Ominous Wind,Confuse Ray|Flaaffy:24:UNK:NONE:Hardy:Flash,Cotton Spore,Charge,Take Down|Luvdisc:24:UNK:NONE:Hardy:Lucky Chant,Water Pulse,Attract,Heart Stamp	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
288	Sr And Jr Anna And Meg2	Sr And Jr Anna And Meg	2	route	Doubles	Check Bad Move	4	24	26	FALSE	FALSE	Linoone:26:UNK:NONE:Hardy:Odor Sleuth,Mud Sport,Fury Swipes,Covet|Xatu:26:UNK:NONE:Hardy:Confusion,Stored Power,Ominous Wind,Confuse Ray|Flaaffy:24:UNK:NONE:Hardy:Flash,Cotton Spore,Charge,Take Down|Luvdisc:24:UNK:NONE:Hardy:Lucky Chant,Water Pulse,Attract,Heart Stamp	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
289	Sr And Jr Anna And Meg3	Sr And Jr Anna And Meg	3	route	Doubles	Check Bad Move	4	24	26	FALSE	FALSE	Linoone:26:UNK:NONE:Hardy:Odor Sleuth,Mud Sport,Fury Swipes,Covet|Xatu:26:UNK:NONE:Hardy:Confusion,Stored Power,Ominous Wind,Confuse Ray|Flaaffy:24:UNK:NONE:Hardy:Flash,Cotton Spore,Charge,Take Down|Luvdisc:24:UNK:NONE:Hardy:Lucky Chant,Water Pulse,Attract,Heart Stamp	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
290	Sr And Jr Anna And Meg4	Sr And Jr Anna And Meg	4	route	Doubles	Check Bad Move	4	24	26	FALSE	FALSE	Linoone:26:UNK:NONE:Hardy:Odor Sleuth,Mud Sport,Fury Swipes,Covet|Xatu:26:UNK:NONE:Hardy:Confusion,Stored Power,Ominous Wind,Confuse Ray|Flaaffy:24:UNK:NONE:Hardy:Flash,Cotton Spore,Charge,Take Down|Luvdisc:24:UNK:NONE:Hardy:Lucky Chant,Water Pulse,Attract,Heart Stamp	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
291	Sr And Jr Anna And Meg5	Sr And Jr Anna And Meg	5	route	Doubles	Check Bad Move	4	24	26	FALSE	FALSE	Linoone:26:UNK:NONE:Hardy:Odor Sleuth,Mud Sport,Fury Swipes,Covet|Xatu:26:UNK:NONE:Hardy:Confusion,Stored Power,Ominous Wind,Confuse Ray|Flaaffy:24:UNK:NONE:Hardy:Flash,Cotton Spore,Charge,Take Down|Luvdisc:24:UNK:NONE:Hardy:Lucky Chant,Water Pulse,Attract,Heart Stamp	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
292	Lvl -1 Winstrate Victor	Lvl -1 Winstrate Victor	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-1	-1	TRUE	TRUE	Boltund:-1:Strong Jaw:Muscle Band:Jolly:Thunder Fang,Ice Fang,Psychic Fangs,Crunch|Pidgeot:-1:Frisk:Pidgeotite:Timid:Hurricane,Facade,Roost,Heat Wave|Pidgeot-Mega:-1:No Guard:Pidgeotite:Timid:Hurricane,Facade,Roost,Heat Wave	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
293	Pokefan Miguel	Pokefan Miguel	1	route	Singles	Check Bad Move	2	25	25	FALSE	FALSE	Delcatty:25:UNK:NONE:Hardy:Fake Out,Sing,Attract,Round|Fearow:25:UNK:NONE:Hardy:Fury Attack,Pluck,Mirror Move,Assurance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
294	Pokefan Colton	Pokefan Colton	1	route	Singles	Check Bad Move	6	12	42	FALSE	FALSE	Skitty:22:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell|Skitty:36:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell|Skitty:40:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell|Skitty:12:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell|Skitty:30:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell|Delcatty:42:UNK:NONE:Hardy:Assist,Charm,Feint Attack,Heal Bell	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0|0|0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
295	Pokefan Miguel2	Pokefan Miguel	2	route	Singles	Check Bad Move	2	25	25	FALSE	FALSE	Delcatty:25:UNK:NONE:Hardy:Fake Out,Sing,Attract,Round|Fearow:25:UNK:NONE:Hardy:Fury Attack,Pluck,Mirror Move,Assurance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
296	Pokefan Miguel3	Pokefan Miguel	3	route	Singles	Check Bad Move	2	25	25	FALSE	FALSE	Delcatty:25:UNK:NONE:Hardy:Fake Out,Sing,Attract,Round|Fearow:25:UNK:NONE:Hardy:Fury Attack,Pluck,Mirror Move,Assurance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
297	Pokefan Miguel4	Pokefan Miguel	4	route	Singles	Check Bad Move	2	25	25	FALSE	FALSE	Delcatty:25:UNK:NONE:Hardy:Fake Out,Sing,Attract,Round|Fearow:25:UNK:NONE:Hardy:Fury Attack,Pluck,Mirror Move,Assurance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
298	Pokefan Miguel5	Pokefan Miguel	5	route	Singles	Check Bad Move	2	25	25	FALSE	FALSE	Delcatty:25:UNK:NONE:Hardy:Fake Out,Sing,Attract,Round|Fearow:25:UNK:NONE:Hardy:Fury Attack,Pluck,Mirror Move,Assurance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
299	Lvl -1 Winstrate Victoria	Lvl -1 Winstrate Victoria	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-1	-1	TRUE	TRUE	Cetitan:-1:Sheer Force:Never-Melt Ice:Adamant:Icicle Crash,Body Slam,Bulldoze,Ice Shard|Slowbro:-1:Own Tempo:Slowbronite:Modest:Psychic,Scald,Yawn,Slack Off|Slowbro-Mega:-1:Regenerator:Slowbronite:Modest:Psychic,Scald,Yawn,Slack Off	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
300	Lvl -1 Pokefan Vanessa	Lvl -1 Pokefan Vanessa	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	-1	-1	TRUE	TRUE	Kilowattrel:-1:Static:Yache Berry:Timid:Hurricane,Thunder,Discharge,Weather Ball|Kabutops:-1:Swift Swim:Life Orb:Jolly:Swords Dance,Stone Edge,Liquidation,X-Scissor|Drednaw:-1:Strong Jaw:Drednawite:Jolly:Jaw Lock,Ice Fang,Crunch,Aqua Fang|Drednaw-Mega:-1:Strong Jaw:Drednawite:Jolly:Jaw Lock,Ice Fang,Crunch,Aqua Fang	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted	NA	NA
