entity_type	item_const	item_name	method	map	region	x	y	flag	quantity	price	pocket	hold_effect	earliest_gate	prerequisites	missable	source_file	confidence	earliest_gate_confidence	access_wave
item	ITEM_PP_UP	PP Up	ground	VictoryRoad_1F	VICTORY_ROAD	37	39	FLAG_ITEM_VICTORY_ROAD_1F_PP_UP	1	1	ITEMS	NONE	18	UNK	UNK	data/maps/VictoryRoad_1F/map.json	Measured	Measured	9
item	ITEM_ULTRA_BALL	Ultra Ball	hidden	VictoryRoad_1F	VICTORY_ROAD	30	39	FLAG_HIDDEN_ITEM_VICTORY_ROAD_1F_ULTRA_BALL	1	7	POKE_BALLS	NONE	18	UNK	UNK	data/maps/VictoryRoad_1F/map.json	Measured	Measured	9
item	ITEM_FULL_RESTORE	Full Restore	ground	VictoryRoad_B1F	VICTORY_ROAD	43	15	FLAG_ITEM_VICTORY_ROAD_B1F_TM_PSYCHIC	1	3000	ITEMS	NONE	18	UNK	UNK	data/maps/VictoryRoad_B1F/map.json	Measured	Inferred	10
item	ITEM_FULL_RESTORE	Full Restore	ground	VictoryRoad_B1F	VICTORY_ROAD	32	3	FLAG_ITEM_VICTORY_ROAD_B1F_FULL_RESTORE	1	3000	ITEMS	NONE	18	UNK	UNK	data/maps/VictoryRoad_B1F/map.json	Measured	Inferred	10
item	ITEM_TM_SCALE_SHOT	TM165	ground	VictoryRoad_B2F	VICTORY_ROAD	13	8	FLAG_ITEM_VICTORY_ROAD_B2F_FULL_HEAL	1	100	TM_HM	NONE	18	UNK	UNK	data/maps/VictoryRoad_B2F/map.json	Measured	Inferred	11
item	ITEM_ELIXIR	Elixir	hidden	VictoryRoad_B2F	VICTORY_ROAD	28	5	FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_ELIXIR	1	2	ITEMS	NONE	18	UNK	UNK	data/maps/VictoryRoad_B2F/map.json	Measured	Inferred	11
item	ITEM_MAX_REPEL	Max Repel	hidden	VictoryRoad_B2F	VICTORY_ROAD	37	1	FLAG_HIDDEN_ITEM_VICTORY_ROAD_B2F_MAX_REPEL	1	7	ITEMS	NONE	18	UNK	UNK	data/maps/VictoryRoad_B2F/map.json	Measured	Inferred	11
item	ITEM_LANSAT_BERRY	Lansat Berry	script_gift	BattleFrontier_ScottsHouse	UNK	NA	NA	NONE	1	0	BERRIES	CRITICAL_UP	UNK	UNK	UNK	data/maps/BattleFrontier_ScottsHouse/scripts.inc	Measured	NA	10
item	ITEM_STARF_BERRY	Starf Berry	script_gift	BattleFrontier_ScottsHouse	UNK	NA	NA	NONE	1	0	BERRIES	RANDOM_STAT_UP	UNK	UNK	UNK	data/maps/BattleFrontier_ScottsHouse/scripts.inc	Measured	NA	10
item	ITEM_CLAW_FOSSIL	Claw Fossil	script_gift	DesertUnderpass	UNK	NA	NA	NONE	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/DesertUnderpass/scripts.inc	Measured	NA	11
item	ITEM_ROOT_FOSSIL	Root Fossil	script_gift	DesertUnderpass	UNK	NA	NA	NONE	1	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/DesertUnderpass/scripts.inc	Measured	NA	11
item	ITEM_TM_LOW_SWEEP	TM78	script_gift	DewfordTown_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	3	UNK	UNK	data/maps/DewfordTown_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_LOW_SWEEP	TM78	script_gift	DewfordTown_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	3	UNK	UNK	data/maps/DewfordTown_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_DRACO_METEOR	TM155	script_gift	EverGrandeCity	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity/scripts.inc	Measured	NA	8
item	ITEM_TM_RISING_VOLTAGE	TM58	script_gift	EverGrandeCity	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity/scripts.inc	Measured	NA	8
item	ITEM_TM_SUPERCELL_SLAM	TM163	script_gift	EverGrandeCity	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity/scripts.inc	Measured	NA	8
item	ITEM_EJECT_BUTTON	Eject Button	script_gift	EverGrandeCity	UNK	NA	NA	NONE	1	9	ITEMS	EJECT_BUTTON	UNK	UNK	UNK	data/maps/EverGrandeCity/scripts.inc	Measured	NA	8
item	ITEM_ZYGARDE_CUBE	Zygarde Cube	script_gift	EverGrandeCity_PokemonCenter_1F	UNK	NA	NA	NONE	1	0	KEY_ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonCenter_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_ULTRA_BALL	Ultra Ball	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	7	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_HYPER_POTION	Hyper Potion	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	2	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_MAX_POTION	Max Potion	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	2500	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_FULL_RESTORE	Full Restore	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	3000	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_FULL_HEAL	Full Heal	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_MAX_ELIXIR	Max Elixir	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	100	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_ELIXIR	Elixir	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	2	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_REVIVE	Revive	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_MAX_REPEL	Max Repel	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_NONE	????????	purchase	EverGrandeCity_PokemonLeague_1F	UNK	NA	NA	NONE	UNLIMITED	0	ITEMS	NONE	UNK	UNK	UNK	data/maps/EverGrandeCity_PokemonLeague_1F/scripts.inc	Measured	NA	7
mart_stock	ITEM_GREAT_BALL	Great Ball	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	600	POKE_BALLS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_SUPER_POTION	Super Potion	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	700	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_ANTIDOTE	Antidote	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_PARALYZE_HEAL	Paralyze Heal	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_ESCAPE_ROPE	Escape Rope	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	0	KEY_ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_SUPER_REPEL	Super Repel	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_X_SP_ATK	X Sp. Atk	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_X_SPEED	X Speed	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_X_ATTACK	X Attack	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_X_DEFENSE	X Defense	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_DIRE_HIT	Dire Hit	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_GUARD_SPEC	Guard Spec.	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
mart_stock	ITEM_NONE	????????	purchase	FallarborTown_Mart	UNK	NA	NA	NONE	UNLIMITED	0	ITEMS	NONE	UNK	UNK	UNK	data/maps/FallarborTown_Mart/scripts.inc	Measured	NA	9
item	ITEM_TM_DRAGON_CLAW	TM02	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_BLIZZARD	TM14	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_THUNDER	TM25	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_TELEPORT	TM34	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_FIRE_BLAST	TM38	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_POLTERGEIST	TM67	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_THUNDER_WAVE	TM73	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_IRON_HEAD	TM119	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_LIQUIDATION	TM120	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_HYDRO_PUMP	TM121	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_DRILL_RUN	TM122	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_BLAZE_KICK	TM123	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_ZEN_HEADBUTT	TM125	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_WEATHER_BALL	TM126	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_AIR_SLASH	TM127	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_HEX	TM128	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_MYSTICAL_FIRE	TM129	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_SEED_BOMB	TM130	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_LEAF_BLADE	TM131	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_KNOCK_OFF	TM132	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_POWER_GEM	TM133	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_ROCK_BLAST	TM134	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_PIN_MISSILE	TM135	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_ICICLE_SPEAR	TM136	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_TAIL_SLAP	TM137	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_ARM_THRUST	TM138	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_FOUL_PLAY	TM139	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_IRON_DEFENSE	TM140	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_BODY_SLAM	TM158	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_TM_PLAY_ROUGH	TM159	script_gift	FallarborTown_MoveRelearnersHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	UNK	UNK	UNK	data/maps/FallarborTown_MoveRelearnersHouse/scripts.inc	Measured	NA	9
item	ITEM_EMPOLEONITE_O	EmpoleoniteO	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_BLASTOISINITE	Blastoisinite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_SWAMPERTITE	Swampertite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_TM_SUBSTITUTE	TM90	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_CHOICE_SCARF	Choice Scarf	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	9	ITEMS	CHOICE_SCARF	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_CHARIZARDITE_X	CharizarditeX	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_CHARIZARDITE_Y	CharizarditeY	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_INFERNAPITE	Infernapite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_TM_DRAGON_DANCE	TM41	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_CHOICE_SPECS	Choice Specs	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	9	ITEMS	CHOICE_SPECS	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_TORTERRITE	Torterrite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_VENUSAURITE	Venusaurite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_SCEPTILITE	Sceptilite	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_TM_EARTHQUAKE	TM26	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_CHOICE_BAND	Choice Band	script_gift	FortreeCity_CreatorHouse	UNK	NA	NA	NONE	1	9	ITEMS	CHOICE_BAND	12	UNK	UNK	data/maps/FortreeCity_CreatorHouse/scripts.inc	Measured	Inferred	9
item	ITEM_TM_BRAVE_BIRD	TM107	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_ACROBATICS	TM95	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_HURRICANE	TM145	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_TAILWIND	TM153	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_ALTARIANITE	Altarianite	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_BRAVE_BIRD	TM107	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_ACROBATICS	TM95	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_HURRICANE	TM145	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_TAILWIND	TM153	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_ALTARIANITE	Altarianite	script_gift	FortreeCity_Gym	UNK	NA	NA	NONE	1	0	MEGA_STONES	MEGA_STONE	12	UNK	UNK	data/maps/FortreeCity_Gym/scripts.inc	Measured	Measured	9
item	ITEM_TM_STORED_POWER	TM151	script_gift	FortreeCity_House2	UNK	NA	NA	NONE	1	100	TM_HM	NONE	12	UNK	UNK	data/maps/FortreeCity_House2/scripts.inc	Measured	Inferred	9
item	ITEM_MENTAL_HERB	Mental Herb	script_gift	FortreeCity_House4	UNK	NA	NA	NONE	1	100	ITEMS	MENTAL_HERB	12	UNK	UNK	data/maps/FortreeCity_House4/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_POKE_BALL	Poké Ball	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	200	POKE_BALLS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_GREAT_BALL	Great Ball	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	600	POKE_BALLS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_ULTRA_BALL	Ultra Ball	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	7	POKE_BALLS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_SUPER_POTION	Super Potion	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	700	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_HYPER_POTION	Hyper Potion	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	2	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_ANTIDOTE	Antidote	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_PARALYZE_HEAL	Paralyze Heal	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_AWAKENING	Awakening	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	2	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_REVIVE	Revive	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_SUPER_REPEL	Super Repel	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	7	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_WOOD_MAIL	Wood Mail	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	50	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
mart_stock	ITEM_NONE	????????	purchase	FortreeCity_Mart	UNK	NA	NA	NONE	UNLIMITED	0	ITEMS	NONE	12	UNK	UNK	data/maps/FortreeCity_Mart/scripts.inc	Measured	Inferred	9
item	ITEM_HM_FLASH	HM05	script_gift	GraniteCave_1F	UNK	NA	NA	NONE	1	0	TM_HM	NONE	UNK	UNK	UNK	data/maps/GraniteCave_1F/scripts.inc	Measured	NA	8
